license_plate;provider;acquisizione;brand;model;category;Car;Location;branch_office;active;bucket;Active;Date In; Canone imponibile ; Canone ivato ; Canone assicurazione ;Date Out
GN057SL;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2024-05-10; 600,00 € ; 732,00 € ; -   € ;set-25
GN764SM;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Fiumicino;4;No;Inattiva;No;2025-03-24; 600,00 € ; 732,00 € ; -   € ;set-25
GV942KP;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Napoli Capodichino;7;No;Inattiva;No;2024-06-21; 447,00 € ; 545,34 € ; -   € ;set-25
GJ633FV;Vivarent;PROPRIETÀ;Fiat;500L;Large (group D);CDMR;Roma Ciampino;3;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 113,94 € ;set-25
GJ943FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 122,56 € ;set-25
GL291MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;set-25
GP748MG;Vivarent;RENT;Toyota;Proace L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;No;Inattiva;No;2025-01-01; 582,00 € ; 710,04 € ; -   € ;set-25
GJ947FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 122,56 € ;set-25
GL276MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;set-25
GN838JD;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GP019HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GL308MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;set-25
GN837JD;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GP021HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GP068HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Sorrento;9;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GJ949FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 122,56 € ;set-25
GK440FT;Vivarent;RENT;BMW;X1 or similar;Premium (group P);PFAR;Cassino;1;No;Inattiva;No;2023-02-03; 638,71 € ; 779,23 € ; -   € ;set-25
GM607BL;Vivarent;RENT;Peugeot;308 SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-02-27; 583,38 € ; 711,72 € ; -   € ;set-25
GM609BL;Vivarent;RENT;Peugeot;308 SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-06-08; 583,24 € ; 711,55 € ; -   € ;set-25
GM688BL;Vivarent;RENT;Peugeot;308 SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-02-20; 583,24 € ; 711,55 € ; -   € ;set-25
GP585MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GS491NT;Vivarent;RENT;Seat;Ibiza;Economy (group C);EDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 522,00 € ; 636,84 € ; -   € ;set-25
GS498NT;Vivarent;RENT;Seat;Ibiza;Economy (group C);EDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 522,00 € ; 636,84 € ; -   € ;set-25
GN834JD;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GP066FX;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GP610MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GS600MA;Vivarent;RENT;Renault;Capture;Large (group D);SDMR;Cassino;1;No;Inattiva;No;2025-03-01; 576,00 € ; 702,72 € ; -   € ;set-25
GS734LY;Vivarent;RENT;Seat;Ibiza;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-03-01; 522,00 € ; 636,84 € ; -   € ;set-25
GJ926FP;Vivarent;PROPRIETÀ;Fiat;500X;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 124,94 € ;set-25
GR121RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Napoli Capodichino;7;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;set-25
GR124RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;set-25
GK574BC;Vivarent;PROPRIETÀ;Dacia;Jogger 5+2;Van 5+2 (group N);SVMR;Cassino;1;No;Inattiva;No;2022-07-11; 319,80 € ; 390,16 € ; -   € ;set-25
GM640NK;Vivarent;RENT;Citroen;C3 Aircross;Large Automatic (group D1);IDAR;Cassino;1;No;Inattiva;No;2023-04-05; 478,00 € ; 583,16 € ; -   € ;set-25
GM709DA;Vivarent;RENT;Citroen;C3 Aircross;Large Automatic (group D1);IDAR;Cassino;1;No;Inattiva;No;2023-04-05; 478,00 € ; 583,16 € ; -   € ;set-25
GP026FX;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GP604FD;Vivarent;RENT;Peugeot;2008 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2023-07-20; 666,10 € ; 812,64 € ; -   € ;set-25
GP712FD;Vivarent;RENT;Peugeot;2008 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2023-07-20; 666,10 € ; 812,64 € ; -   € ;set-25
GJ942FP;Vivarent;PROPRIETÀ;Fiat;500;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2022-05-01; 1,00 € ; -   € ; 122,56 € ;set-25
GL064ZN;Vivarent;RENT;Toyota;Yaris;Economy Automatic (group C1);EDAR;Cassino;1;No;Inattiva;No;2022-12-13; 448,00 € ; 546,56 € ; -   € ;set-25
GL065ZN;Vivarent;RENT;Toyota;Yaris;Economy Automatic (group C1);EDAR;Cassino;1;No;Inattiva;No;2022-12-13; 448,00 € ; 546,56 € ; -   € ;set-25
GP595MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GP069HP;Vivarent;PROPRIETÀ;Renault;Clio;Economy (group C);EDMR;Valle di Comino;6;No;Inattiva;No;2023-06-01; 1,00 € ; -   € ; 114,11 € ;set-25
GT097PA;Vivarent;RENT;Ford;Puma;Large Automatic (group D1);SDAR;Napoli Capodichino;7;No;Inattiva;No;2024-05-15; 447,00 € ; 545,34 € ; -   € ;set-25
GL297MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;set-25
GL309MM;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2022-04-01; 1,00 € ; -   € ; 120,17 € ;set-25
GP314TC;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2025-03-01; 522,73 € ; 637,73 € ; -   € ;set-25
GP649SY;Vivarent;RENT;Opel;Crossland;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2025-03-01; 576,00 € ; 702,72 € ; -   € ;set-25
GS508NT;Vivarent;RENT;Seat;Ibiza;Economy (group C);EDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 522,00 € ; 636,84 € ; -   € ;set-25
GS513NT;Vivarent;RENT;Seat;Ibiza;Economy (group C);EDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 522,00 € ; 636,84 € ; -   € ;set-25
GS521NT;Vivarent;RENT;Seat;Ibiza;Economy (group C);EDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 522,00 € ; 636,84 € ; -   € ;set-25
GP594MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Trapani Aeroporto;13;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GP648SY;Vivarent;RENT;Opel;Crossland;Large Automatic (group D1);SDAR;Brindisi;11;No;Inattiva;No;2025-03-01; 576,00 € ; 702,72 € ; -   € ;set-25
GS603MA;Vivarent;RENT;Renault;Capture;Large (group D);SDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 576,00 € ; 702,72 € ; -   € ;set-25
GP451ZV;Vivarent;RENT;Opel;Crossland;Large Automatic (group D1);SDAR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 576,00 € ; 702,72 € ; -   € ;set-25
GP584MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GP075FX;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GM608BL;Vivarent;RENT;Peugeot;308 SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-02-27; 583,38 € ; 711,72 € ; -   € ;set-25
GM732FL;Vivarent;RENT;Volkswagen;Multivan;Van 7 Seats Automatic (group M3);PVAR;Cassino;1;No;Inattiva;No;2023-02-28; 990,51 € ; 1.208,42 € ; -   € ;set-25
GP419RB;Vivarent;PROPRIETÀ;Jeep;Avenger;Large (group D);IGMR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 162,81 € ;set-25
GP461FV;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GP533RC;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;set-25
GP535RC;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;set-25
GP583MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;set-25
GM853VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-03-25; 570,00 € ; 695,40 € ; -   € ;ott-25
GN095SE;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Fiumicino;4;No;Inattiva;No;2025-04-05; 600,00 € ; 732,00 € ; -   € ;ott-25
GN098SE;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN500SH;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN505SH;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN771SM;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN775SM;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-02; 600,00 € ; 732,00 € ; -   € ;ott-25
GP210RB;Vivarent;PROPRIETÀ;Fiat;500c;Cabriolet (group X);NBMR;Cassino;1;No;Inattiva;No;2023-09-14; 1,00 € ; -   € ; 120,80 € ;ott-25
GK026MG;Davide Papa - Eco Liri;INVESTOR;Volkswagen;Caravelle;Van 9 Seats Automatic (group M1);OVAR;Cassino;1;No;Inattiva;No;2025-06-26; 1,00 € ; -   € ; -   € ;ott-25
GP055FX;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;ott-25
GP456FV;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;ott-25
GP588MR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 517,50 € ; 631,35 € ; -   € ;ott-25
GS025MB;Vivarent;RENT;Renault;Capture;Large (group D);SDMR;Brindisi;11;No;Inattiva;No;2025-03-01; 576,00 € ; 702,72 € ; -   € ;ott-25
GR339RX;Vivarent;RENT;Opel;Corsa;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2024-04-15; 475,00 € ; 579,50 € ; -   € ;ott-25
GK961YW;Vivarent;RENT;Jeep;Renegade;Large Automatic (group D1);IDAR;Cassino;1;No;Inattiva;No;2025-04-09; 650,00 € ; 793,00 € ; -   € ;ott-25
GM189FM;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Roma Fiumicino;4;No;Inattiva;No;2025-04-05; 570,00 € ; 695,40 € ; -   € ;ott-25
GM855VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-03-24; 570,00 € ; 695,40 € ; -   € ;ott-25
GN609GX;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;ott-25
GN772SM;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GP913AZ;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2023-07-18; 265,68 € ; 324,13 € ; -   € ;ott-25
GN248MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-09-06; 1,00 € ; -   € ; 136,74 € ;ott-25
GN799SR;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-10-12; 343,68 € ; 419,29 € ; -   € ;ott-25
GN252MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-09-06; 1,00 € ; -   € ; 136,74 € ;ott-25
GP417RB;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GP418RB;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GP422RB;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GP534RC;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GL895VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Roma Fiumicino;4;No;Inattiva;No;2024-05-20; 800,00 € ; 976,00 € ; -   € ;ott-25
GL920VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Roma Fiumicino;4;No;Inattiva;No;2024-05-20; 800,00 € ; 976,00 € ; -   € ;ott-25
GM854VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;ott-25
GN090SE;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Ciampino;3;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN767SM;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN802NX;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;ott-25
GV091FN;Vivarent;RENT;Hyundai;Staria;Van 9 Seats Automatic (group M1);OVAR;Cassino;1;No;Inattiva;No;2024-05-13; 919,89 € ; 1.122,27 € ; -   € ;ott-25
GL754VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Roma Termini;2;No;Inattiva;No;2024-05-20; 800,00 € ; 976,00 € ; -   € ;ott-25
GM868VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-09; 570,00 € ; 695,40 € ; -   € ;ott-25
GN096SE;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-08; 600,00 € ; 732,00 € ; -   € ;ott-25
GN605GX;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Cassino;1;No;Inattiva;No;2025-04-15; 570,00 € ; 695,40 € ; -   € ;ott-25
GN777SM;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN902DG;Vivarent;RENT;Mercedes Benz;Classe C SW;Premium (group P);PWAR;Cassino;1;No;Inattiva;No;2023-10-09; 756,68 € ; 923,15 € ; -   € ;ott-25
GR429PA;Vivarent;PROPRIETÀ;Alfa Romeo;Tonale;Premium (group P);PFAR;Cassino;1;No;Inattiva;No;2024-01-04; 1,00 € ; -   € ; 175,42 € ;ott-25
GR430PA;Vivarent;PROPRIETÀ;Alfa Romeo;Tonale;Premium (group P);PFAR;Cassino;1;No;Inattiva;No;2024-01-04; 1,00 € ; -   € ; 175,42 € ;ott-25
GV083FN;Vivarent;RENT;Hyundai;Staria;Van 9 Seats Automatic (group M1);OVAR;Cassino;1;No;Inattiva;No;2024-05-13; 919,89 € ; 1.122,27 € ; -   € ;ott-25
GL739VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Roma Fiumicino;4;No;Inattiva;No;2025-03-14; 800,00 € ; 976,00 € ; -   € ;ott-25
GM196FM;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;ott-25
GM733FL;Vivarent;RENT;Volkswagen;Multivan;Van 7 Seats Automatic (group M3);PVAR;Cassino;1;No;Inattiva;No;2023-02-28; 1.047,36 € ; 1.277,78 € ; -   € ;ott-25
GM866VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;ott-25
GN175MS;Vivarent;PROPRIETÀ;Opel;Mokka;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2023-09-06; 1,00 € ; -   € ; 139,73 € ;ott-25
GV086FN;Vivarent;RENT;Hyundai;Staria;Van 9 Seats Automatic (group M1);OVAR;Cassino;1;No;Inattiva;No;2024-05-17; 879,00 € ; 1.072,38 € ; -   € ;ott-25
GM851VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Firenze;5;No;Inattiva;No;2025-03-25; 570,00 € ; 695,40 € ; -   € ;ott-25
GN504SH;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Firenze;5;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN585GX;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Firenze;5;No;Inattiva;No;2025-03-25; 570,00 € ; 695,40 € ; -   € ;ott-25
GJ994YY;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Cassino NLT;15;No;Inattiva;No;2022-06-30; 379,00 € ; 462,38 € ; -   € ;ott-25
GK578YX;Vivarent;RENT;Fiat;500c;Cabriolet (group X);NBMR;Napoli Capodichino;7;No;Inattiva;No;2022-08-22; 388,41 € ; 473,86 € ; -   € ;ott-25
GL549PE;Vivarent;RENT;Jeep;Renegade;Large Automatic (group D1);IDAR;Roma Termini;2;No;Inattiva;No;2025-03-14; 650,00 € ; 793,00 € ; -   € ;ott-25
GL811VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Roma Fiumicino;4;No;Inattiva;No;2025-04-09; 800,00 € ; 976,00 € ; -   € ;ott-25
GM867VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-09; 570,00 € ; 695,40 € ; -   € ;ott-25
GN092SE;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Roma Fiumicino;4;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;ott-25
GN176MS;Vivarent;PROPRIETÀ;Opel;Mokka;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 139,73 € ;ott-25
GN177MS;Vivarent;PROPRIETÀ;Opel;Mokka;Large (group D);CDMR;Cassino;1;No;Inattiva;No;2023-09-07; 1,00 € ; -   € ; 139,73 € ;ott-25
GN249MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-09-06; 1,00 € ; -   € ; 136,74 € ;ott-25
GN639GX;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Cassino;1;No;Inattiva;No;2025-07-09; 570,00 € ; 695,40 € ; -   € ;ott-25
GP211RB;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 136,74 € ;ott-25
GP212RB;Vivarent;PROPRIETÀ;Fiat;500c;Cabriolet (group X);NBMR;Cassino;1;No;Inattiva;No;2023-09-14; 1,00 € ; -   € ; 120,80 € ;ott-25
GP213RB;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 136,74 € ;ott-25
GP531RC;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GP532RC;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GP536RC;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;ott-25
GP860ST;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2023-10-11; 265,68 € ; 324,13 € ; -   € ;ott-25
GP986RB;Vivarent;PROPRIETÀ;Alfa Romeo;Tonale;Premium (group P);PFAR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 175,42 € ;ott-25
GP990RB;Vivarent;PROPRIETÀ;Alfa Romeo;Tonale;Premium (group P);PFAR;Cassino;1;No;Inattiva;No;2023-10-15; 1,00 € ; -   € ; 175,42 € ;ott-25
GW891YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino;1;Yes;Disponibile;Yes;2025-01-01; 1.450,00 € ; 1.769,00 € ; -   € ;ott-25
GW946YG;Vivarent;RENT;Mercedes Benz;Sprinter Hydraulic Tailgate;Furgone Cassonato Sponda Idraulica (group K4);XKMR;Cassino NLT;15;Yes;Inattiva;No;2024-11-01; 1.450,00 € ; 1.769,00 € ; -   € ;ott-25
GM816YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-05-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM823YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-04-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM824YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-05-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM826YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-07-06; 399,48 € ; 487,37 € ; -   € ;nov-25
GM830YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-06-13; 399,48 € ; 487,37 € ; -   € ;nov-25
GM832YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-07-06; 399,48 € ; 487,37 € ; -   € ;nov-25
GN612MS;Vivarent;PROPRIETÀ;Fiat;500c;Cabriolet (group X);NBMR;Cassino;1;No;Inattiva;No;2023-09-14; 1,00 € ; -   € ; 120,80 € ;nov-25
GN613MS;Vivarent;PROPRIETÀ;Fiat;500c;Cabriolet (group X);NBMR;Cassino;1;No;Inattiva;No;2023-07-27; 1,00 € ; -   € ; 120,80 € ;nov-25
GN245MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-09-06; 1,00 € ; -   € ; 136,74 € ;nov-25
GP389RC;Vivarent;PROPRIETÀ;Jeep;Avenger;Large (group D);IGMR;Cassino;1;No;Inattiva;No;2024-01-04; 1,00 € ; -   € ; 162,81 € ;nov-25
GK151CC;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;nov-25
